airline,source_city,destination_city,departure_time,arrival_time,stops,class,duration,days_left,price
Air India,Mumbai,Kolkata,18:00,22:31,2,Economy,2.3,44,8029
Indigo,Mumbai,Bangalore,14:00,18:10,2,Economy,2.66,5,12468
GO FIRST,Bangalore,Hyderabad,18:00,22:19,1,Economy,9.18,33,7918
SpiceJet,Bangalore,Mumbai,04:00,08:30,1,Business,5.95,41,15456
SpiceJet,Hyderabad,Kolkata,06:00,09:47,0,Economy,6.32,47,3810
SpiceJet,Bangalore,Delhi,13:00,15:08,1,Economy,6.56,39,6288
SpiceJet,Chennai,Hyderabad,06:00,08:16,0,Economy,3.46,48,3904
AirAsia,Mumbai,Chennai,05:00,09:56,0,Business,12.13,14,18900
AirAsia,Hyderabad,Bangalore,05:00,08:43,2,Economy,7.99,6,13279
Air India,Kolkata,Bangalore,05:00,08:26,2,Business,3.02,28,20940
Indigo,Bangalore,Delhi,20:00,00:25,0,Economy,8.38,3,9405
Indigo,Bangalore,Chennai,09:00,13:12,2,Economy,4.3,40,8266
AirAsia,Chennai,Mumbai,17:00,22:55,1,Business,13.35,34,20049
Indigo,Bangalore,Delhi,12:00,16:07,2,Economy,9.75,37,7993
GO FIRST,Mumbai,Delhi,17:00,23:31,2,Economy,7.94,31,10314
GO FIRST,Mumbai,Kolkata,11:00,17:06,0,Business,11.84,10,21773
AirAsia,Bangalore,Chennai,00:00,06:03,1,Economy,3.66,15,9930
GO FIRST,Hyderabad,Delhi,04:00,10:14,0,Economy,2.63,4,9669
SpiceJet,Kolkata,Hyderabad,15:00,21:52,1,Economy,2.71,2,9287
Vistara,Bangalore,Mumbai,05:00,07:33,1,Economy,3.86,46,5066
AirAsia,Bangalore,Kolkata,23:00,03:07,2,Economy,13.99,34,11261
Vistara,Mumbai,Bangalore,18:00,22:22,2,Economy,11.24,17,10560
Air India,Delhi,Hyderabad,08:00,11:30,0,Economy,3.24,26,6255
AirAsia,Chennai,Delhi,12:00,16:01,1,Economy,13.3,5,9756
GO FIRST,Kolkata,Delhi,18:00,22:03,2,Economy,9.42,3,12876
SpiceJet,Kolkata,Bangalore,20:00,23:10,1,Economy,6.16,34,8084
SpiceJet,Bangalore,Chennai,14:00,17:59,0,Economy,4.98,8,9351
GO FIRST,Bangalore,Kolkata,02:00,08:30,0,Economy,6.99,40,5818
Air India,Bangalore,Mumbai,13:00,18:05,0,Economy,10.11,13,7282
Air India,Bangalore,Hyderabad,20:00,02:31,2,Business,11.31,14,20542
Indigo,Kolkata,Mumbai,09:00,15:19,0,Business,11.53,33,20820
SpiceJet,Delhi,Chennai,15:00,20:24,1,Economy,9.17,45,7394
SpiceJet,Bangalore,Chennai,16:00,20:12,2,Economy,7.37,10,10978
Vistara,Hyderabad,Chennai,19:00,22:37,2,Economy,3.16,32,9771
GO FIRST,Hyderabad,Mumbai,16:00,21:19,2,Economy,2.53,44,6436
Indigo,Bangalore,Mumbai,00:00,02:28,2,Economy,10.11,2,10619
SpiceJet,Chennai,Bangalore,01:00,07:24,1,Business,10.71,46,22801
Vistara,Bangalore,Chennai,09:00,11:28,2,Economy,4.07,45,6544
Air India,Chennai,Bangalore,09:00,14:27,1,Economy,6.16,28,7786
GO FIRST,Hyderabad,Bangalore,14:00,17:52,0,Business,13.97,28,19334
GO FIRST,Kolkata,Hyderabad,14:00,17:08,2,Economy,3.94,13,8548
GO FIRST,Bangalore,Kolkata,09:00,11:00,2,Business,11.72,4,25242
GO FIRST,Kolkata,Bangalore,13:00,17:55,1,Economy,12.17,46,8755
SpiceJet,Mumbai,Bangalore,17:00,21:00,0,Economy,6.87,16,6658
Vistara,Chennai,Kolkata,20:00,01:51,2,Economy,12.17,49,8323
GO FIRST,Delhi,Hyderabad,18:00,20:30,2,Business,13.33,48,24907
SpiceJet,Bangalore,Delhi,11:00,15:38,2,Business,2.61,39,18975
GO FIRST,Kolkata,Delhi,15:00,21:21,1,Economy,13.61,33,9385
SpiceJet,Delhi,Kolkata,11:00,16:54,0,Economy,2.6,28,5722
Indigo,Bangalore,Chennai,22:00,00:38,0,Business,11.86,44,15755
AirAsia,Mumbai,Hyderabad,16:00,20:14,1,Economy,11.41,22,8428
Vistara,Delhi,Kolkata,05:00,11:27,0,Economy,2.58,2,7216
AirAsia,Kolkata,Bangalore,11:00,14:48,2,Economy,10.13,37,7731
SpiceJet,Chennai,Delhi,04:00,10:10,1,Economy,3.52,4,10689
SpiceJet,Delhi,Hyderabad,05:00,10:47,2,Economy,5.82,32,7741
Vistara,Hyderabad,Delhi,00:00,04:02,0,Economy,4.34,11,7964
SpiceJet,Delhi,Hyderabad,05:00,08:44,2,Economy,6.68,37,9531
Indigo,Hyderabad,Delhi,16:00,22:46,0,Economy,4.64,15,6740
SpiceJet,Mumbai,Kolkata,19:00,22:36,0,Economy,10.59,36,6956
SpiceJet,Hyderabad,Bangalore,17:00,22:00,2,Economy,9.72,24,12282
Vistara,Hyderabad,Kolkata,16:00,22:57,0,Business,6.56,11,23967
SpiceJet,Bangalore,Mumbai,01:00,04:04,2,Business,7.63,1,19990
AirAsia,Mumbai,Kolkata,00:00,03:43,2,Business,6.07,1,28424
Indigo,Hyderabad,Mumbai,05:00,10:09,0,Business,3.8,42,15207
Air India,Chennai,Bangalore,22:00,00:40,2,Business,6.61,16,20671
Indigo,Hyderabad,Kolkata,18:00,21:36,0,Economy,11.25,36,5935
GO FIRST,Hyderabad,Kolkata,09:00,11:45,1,Economy,2.44,6,10830
Air India,Kolkata,Chennai,01:00,05:50,2,Economy,8.74,9,10261
Air India,Kolkata,Delhi,14:00,17:29,0,Economy,9.45,27,7246
Indigo,Hyderabad,Chennai,09:00,12:19,1,Business,10.96,24,20788
AirAsia,Delhi,Chennai,17:00,20:18,2,Economy,6.76,41,9213
GO FIRST,Mumbai,Chennai,04:00,08:04,1,Business,11.32,45,21332
GO FIRST,Bangalore,Hyderabad,16:00,18:59,1,Economy,11.91,29,7801
Indigo,Delhi,Chennai,22:00,00:23,0,Business,12.52,18,23881
AirAsia,Chennai,Hyderabad,12:00,18:06,0,Economy,8.9,40,5590
Vistara,Mumbai,Delhi,18:00,00:04,0,Business,4.99,6,20418
SpiceJet,Chennai,Bangalore,23:00,05:28,0,Economy,3.83,37,5473
AirAsia,Kolkata,Chennai,19:00,22:34,1,Economy,13.2,8,11513
Air India,Hyderabad,Kolkata,01:00,05:47,2,Business,3.6,7,22033
Air India,Mumbai,Hyderabad,15:00,17:29,1,Economy,5.88,24,7150
Vistara,Delhi,Chennai,01:00,04:31,1,Economy,5.85,31,6915
SpiceJet,Hyderabad,Chennai,03:00,08:14,2,Economy,6.17,31,7733
Air India,Chennai,Bangalore,08:00,12:00,1,Economy,4.38,22,8670
AirAsia,Mumbai,Bangalore,02:00,06:36,0,Economy,9.69,29,7979
Vistara,Bangalore,Delhi,16:00,19:08,2,Economy,14.01,14,11454
Vistara,Chennai,Hyderabad,22:00,04:05,1,Economy,14.02,11,11617
Indigo,Bangalore,Hyderabad,18:00,20:45,0,Economy,2.34,47,4449
Air India,Mumbai,Chennai,23:00,03:43,2,Economy,12.52,10,10303
Vistara,Mumbai,Delhi,06:00,10:50,0,Economy,7.01,32,6198
Vistara,Mumbai,Kolkata,08:00,14:25,2,Economy,4.36,32,9772
Air India,Mumbai,Delhi,06:00,10:18,2,Business,12.34,3,29515
Air India,Hyderabad,Kolkata,23:00,03:14,1,Economy,14.19,8,11795
Indigo,Bangalore,Hyderabad,09:00,12:15,2,Business,8.29,34,19233
GO FIRST,Kolkata,Delhi,13:00,18:21,1,Economy,3.3,40,6238
GO FIRST,Delhi,Hyderabad,08:00,13:26,1,Business,10.76,20,18932
Air India,Delhi,Chennai,06:00,09:24,0,Business,5.56,37,14957
AirAsia,Mumbai,Bangalore,13:00,15:29,2,Economy,11.27,19,11814
Air India,Mumbai,Bangalore,16:00,20:26,0,Economy,4.94,30,5989
AirAsia,Delhi,Chennai,18:00,20:34,2,Economy,3.19,33,7426
SpiceJet,Bangalore,Kolkata,09:00,11:33,1,Economy,12.56,37,9618
SpiceJet,Bangalore,Kolkata,21:00,23:14,1,Business,12.08,11,19660
Vistara,Chennai,Kolkata,22:00,04:18,2,Business,13.35,7,21897
Vistara,Kolkata,Hyderabad,23:00,01:34,0,Economy,3.42,11,7063
AirAsia,Kolkata,Hyderabad,08:00,12:03,2,Economy,7.89,47,9233
Vistara,Bangalore,Chennai,08:00,10:05,2,Economy,5.27,45,8536
Air India,Hyderabad,Bangalore,11:00,17:22,1,Economy,5.29,13,9269
SpiceJet,Hyderabad,Kolkata,23:00,04:40,0,Economy,3.63,12,6323
Air India,Delhi,Kolkata,22:00,00:01,2,Business,11.47,41,22638
GO FIRST,Bangalore,Mumbai,15:00,19:35,2,Economy,14.13,43,9290
Indigo,Bangalore,Chennai,12:00,18:43,2,Business,4.28,12,19752
Air India,Mumbai,Kolkata,16:00,22:45,0,Economy,8.58,39,5407
Indigo,Chennai,Delhi,23:00,03:09,0,Economy,5.45,9,8659
Air India,Delhi,Mumbai,19:00,21:49,0,Economy,14.84,43,6412
Air India,Delhi,Chennai,08:00,12:53,1,Economy,6.91,14,11294
GO FIRST,Kolkata,Chennai,06:00,10:55,2,Business,9.13,4,26618
Air India,Bangalore,Hyderabad,10:00,14:37,2,Business,8.48,25,21828
Vistara,Kolkata,Mumbai,16:00,20:55,2,Economy,9.21,29,9245
AirAsia,Chennai,Hyderabad,14:00,18:07,0,Economy,8.36,31,5729
Air India,Delhi,Chennai,16:00,19:13,2,Economy,10.18,48,9441
Air India,Delhi,Mumbai,01:00,03:00,0,Economy,13.62,36,6537
Air India,Delhi,Hyderabad,01:00,06:26,1,Economy,3.09,12,10264
Air India,Delhi,Chennai,17:00,22:18,1,Business,12.19,35,18822
GO FIRST,Chennai,Mumbai,06:00,11:51,0,Business,12.88,42,16248
SpiceJet,Hyderabad,Chennai,23:00,01:26,2,Business,14.57,34,26411
SpiceJet,Chennai,Bangalore,19:00,23:00,1,Economy,8.15,33,7981
Indigo,Mumbai,Hyderabad,15:00,21:36,0,Economy,5.82,47,4124
GO FIRST,Kolkata,Hyderabad,21:00,23:58,1,Economy,11.15,22,9535
Vistara,Mumbai,Delhi,22:00,00:43,1,Economy,3.83,1,9768
Air India,Hyderabad,Delhi,00:00,04:34,0,Economy,12.01,13,8358
Indigo,Delhi,Kolkata,23:00,02:03,2,Economy,8.62,15,10690
Indigo,Kolkata,Chennai,18:00,23:15,2,Business,13.83,48,18675
Vistara,Hyderabad,Bangalore,23:00,04:08,1,Economy,7.84,18,10156
GO FIRST,Delhi,Mumbai,10:00,12:34,1,Economy,13.31,40,8473
GO FIRST,Bangalore,Hyderabad,21:00,23:37,2,Business,7.1,33,18105
GO FIRST,Kolkata,Mumbai,15:00,18:15,2,Economy,2.6,16,11102
Vistara,Hyderabad,Mumbai,18:00,23:13,2,Economy,8.5,13,9410
Air India,Delhi,Hyderabad,01:00,06:31,2,Economy,7.87,44,6556
Vistara,Kolkata,Hyderabad,12:00,17:17,2,Economy,10.37,48,9496
Air India,Mumbai,Chennai,15:00,17:43,1,Economy,5.52,3,11680
Indigo,Bangalore,Hyderabad,09:00,15:48,1,Economy,7.15,28,8480
Indigo,Delhi,Hyderabad,01:00,03:23,0,Economy,2.93,49,3055
Indigo,Kolkata,Hyderabad,15:00,19:36,1,Economy,7.9,47,7630
Vistara,Hyderabad,Bangalore,04:00,06:58,2,Business,2.07,10,20658
Vistara,Delhi,Mumbai,13:00,15:05,2,Economy,8.87,3,12074
Indigo,Chennai,Bangalore,02:00,06:24,0,Economy,11.52,15,8727
AirAsia,Hyderabad,Mumbai,23:00,05:16,0,Economy,4.62,42,4874
Air India,Kolkata,Delhi,21:00,03:03,1,Economy,13.78,46,7374
SpiceJet,Kolkata,Delhi,12:00,14:56,0,Economy,7.39,13,7578
Air India,Bangalore,Delhi,08:00,11:22,2,Economy,5.38,9,10789
Indigo,Bangalore,Delhi,08:00,13:50,2,Business,9.74,9,27207
GO FIRST,Hyderabad,Bangalore,05:00,10:46,1,Economy,13.89,35,8956
AirAsia,Hyderabad,Bangalore,18:00,00:46,1,Business,3.99,22,20574
SpiceJet,Delhi,Chennai,08:00,12:44,1,Economy,11.59,29,9007
AirAsia,Chennai,Bangalore,17:00,20:32,1,Economy,9.56,49,6645
Indigo,Bangalore,Hyderabad,19:00,01:53,0,Economy,12.54,29,8821
AirAsia,Delhi,Kolkata,15:00,19:24,1,Economy,8.12,49,5655
Vistara,Bangalore,Mumbai,20:00,02:05,0,Economy,10.76,41,5301
AirAsia,Hyderabad,Mumbai,17:00,20:57,2,Business,5.83,39,24245
SpiceJet,Kolkata,Mumbai,06:00,09:51,2,Economy,13.54,7,13365
Air India,Bangalore,Mumbai,08:00,10:07,2,Economy,2.14,32,7463
SpiceJet,Delhi,Bangalore,04:00,10:35,2,Economy,8.12,36,10407
Vistara,Delhi,Chennai,17:00,23:42,1,Economy,12.59,22,8823
Indigo,Bangalore,Kolkata,11:00,15:11,1,Economy,9.9,22,9998
GO FIRST,Hyderabad,Mumbai,10:00,12:17,1,Business,14.14,49,20100
AirAsia,Hyderabad,Bangalore,02:00,08:24,2,Economy,11.76,12,10963
Air India,Mumbai,Bangalore,21:00,02:26,0,Economy,6.05,7,10129
Vistara,Chennai,Mumbai,02:00,07:17,2,Economy,7.33,36,7509
Indigo,Bangalore,Hyderabad,20:00,22:22,2,Business,14.44,45,22059
AirAsia,Kolkata,Hyderabad,04:00,06:42,0,Economy,12.85,17,8246
Indigo,Delhi,Bangalore,18:00,20:16,0,Economy,12.67,20,7120
AirAsia,Bangalore,Kolkata,22:00,03:22,1,Economy,2.04,40,5575
Air India,Mumbai,Bangalore,10:00,15:09,0,Economy,10.43,36,6676
Air India,Chennai,Bangalore,13:00,15:34,1,Economy,12.45,45,7306
Air India,Mumbai,Chennai,11:00,13:30,1,Economy,9.17,25,9724
Air India,Chennai,Hyderabad,15:00,19:31,1,Economy,7.76,31,7016
Vistara,Mumbai,Hyderabad,09:00,14:48,1,Economy,9.73,30,8809
GO FIRST,Hyderabad,Delhi,20:00,22:28,2,Economy,9.58,17,9935
SpiceJet,Mumbai,Delhi,04:00,09:21,2,Economy,5.48,19,10934
AirAsia,Bangalore,Mumbai,13:00,16:19,2,Economy,8.82,49,8182
Air India,Delhi,Kolkata,03:00,09:26,0,Economy,3.37,41,4760
Indigo,Hyderabad,Kolkata,04:00,09:25,1,Economy,7.71,4,11943
SpiceJet,Mumbai,Kolkata,22:00,00:58,0,Economy,5.4,34,6761
SpiceJet,Delhi,Chennai,07:00,13:53,0,Business,8.1,2,17210
Air India,Bangalore,Chennai,14:00,17:39,2,Economy,9.77,41,7837
Vistara,Chennai,Bangalore,01:00,05:17,0,Economy,13.93,6,10480
Indigo,Mumbai,Kolkata,06:00,10:12,2,Economy,11.8,25,12969
GO FIRST,Hyderabad,Delhi,07:00,10:27,0,Economy,5.5,31,5691
AirAsia,Hyderabad,Bangalore,04:00,08:11,2,Economy,14.85,25,12620
Indigo,Bangalore,Mumbai,00:00,02:57,2,Economy,7.69,35,9568
SpiceJet,Chennai,Bangalore,20:00,01:28,2,Economy,2.82,22,9952
Vistara,Hyderabad,Chennai,12:00,16:19,1,Economy,8.28,20,10216
AirAsia,Kolkata,Chennai,07:00,09:55,0,Business,10.98,40,15110
AirAsia,Bangalore,Kolkata,03:00,08:01,2,Economy,9.69,26,12180
Air India,Mumbai,Hyderabad,14:00,19:57,0,Economy,5.63,18,8449
SpiceJet,Chennai,Hyderabad,05:00,10:15,2,Economy,5.3,25,11225
Indigo,Hyderabad,Kolkata,04:00,06:30,0,Economy,13.65,32,7505
SpiceJet,Hyderabad,Chennai,12:00,15:51,0,Economy,5.97,9,7642
GO FIRST,Mumbai,Delhi,05:00,10:15,2,Economy,6.9,12,12770
Air India,Hyderabad,Chennai,01:00,06:49,1,Economy,9.99,32,9531
Indigo,Mumbai,Bangalore,21:00,00:32,1,Economy,10.4,9,8594
SpiceJet,Delhi,Chennai,08:00,12:27,2,Economy,5.61,40,7793
GO FIRST,Chennai,Kolkata,11:00,16:58,2,Economy,11.69,13,13270
SpiceJet,Delhi,Kolkata,17:00,20:21,0,Economy,11.33,40,5538
Vistara,Kolkata,Bangalore,14:00,19:37,0,Economy,12.42,8,11414
Air India,Hyderabad,Chennai,03:00,09:44,0,Economy,5.52,5,9331
Indigo,Chennai,Kolkata,10:00,14:51,1,Economy,14.91,13,12791
AirAsia,Hyderabad,Bangalore,22:00,03:05,1,Business,8.95,36,22671
Indigo,Bangalore,Mumbai,18:00,00:51,0,Economy,5.5,3,8506
Indigo,Hyderabad,Delhi,04:00,07:24,1,Economy,9.05,1,10914
AirAsia,Mumbai,Bangalore,17:00,23:08,0,Business,9.02,10,20070
Air India,Mumbai,Delhi,18:00,21:03,2,Business,6.13,12,27368
GO FIRST,Hyderabad,Bangalore,10:00,13:44,0,Economy,12.32,14,7357
Air India,Hyderabad,Bangalore,16:00,19:24,2,Economy,14.74,9,13445
SpiceJet,Hyderabad,Delhi,21:00,03:14,2,Economy,5.14,45,6568
Vistara,Bangalore,Delhi,08:00,13:09,1,Economy,12.07,37,9447
Indigo,Bangalore,Hyderabad,12:00,18:53,2,Business,2.94,2,20789
GO FIRST,Mumbai,Kolkata,07:00,11:22,0,Economy,7.4,33,6487
AirAsia,Delhi,Hyderabad,20:00,02:09,2,Business,3.29,42,20279
AirAsia,Delhi,Kolkata,02:00,07:18,0,Economy,14.51,39,7077
Indigo,Kolkata,Hyderabad,22:00,02:45,0,Economy,9.99,14,7819
Indigo,Hyderabad,Delhi,16:00,19:16,1,Economy,10.03,24,8494
Vistara,Kolkata,Chennai,03:00,06:07,1,Economy,11.09,25,7558
Air India,Hyderabad,Delhi,09:00,15:53,2,Economy,13.47,42,8129
AirAsia,Mumbai,Chennai,01:00,03:20,1,Business,12.4,3,24957
Indigo,Mumbai,Kolkata,21:00,23:24,2,Business,6.57,44,18454
GO FIRST,Chennai,Hyderabad,09:00,15:05,2,Economy,3.65,26,9444
SpiceJet,Delhi,Chennai,15:00,20:04,1,Economy,7.21,26,8104
SpiceJet,Chennai,Hyderabad,05:00,09:14,1,Business,6.27,37,21988
Vistara,Kolkata,Mumbai,09:00,12:07,0,Economy,5.71,26,5339
Air India,Chennai,Hyderabad,08:00,13:22,2,Economy,10.62,23,12699
Vistara,Bangalore,Delhi,09:00,12:30,1,Economy,11.34,3,10231
GO FIRST,Hyderabad,Mumbai,07:00,09:56,2,Economy,9.31,21,8718
Indigo,Chennai,Hyderabad,14:00,18:13,1,Economy,10.42,29,8624
Air India,Mumbai,Kolkata,03:00,07:30,1,Economy,7.22,46,7025
GO FIRST,Kolkata,Bangalore,17:00,22:10,0,Economy,4.22,49,4337
Indigo,Hyderabad,Mumbai,21:00,01:49,2,Economy,2.44,14,10199
GO FIRST,Mumbai,Hyderabad,07:00,12:10,2,Business,9.84,43,17105
Vistara,Bangalore,Delhi,03:00,05:09,2,Business,4.35,9,22124
Vistara,Mumbai,Delhi,07:00,13:33,1,Economy,12.99,48,7311
AirAsia,Mumbai,Bangalore,00:00,05:22,2,Economy,10.7,36,9280
GO FIRST,Kolkata,Mumbai,11:00,15:13,1,Economy,2.62,35,5566
Air India,Kolkata,Chennai,15:00,18:11,0,Economy,12.38,43,7391
GO FIRST,Chennai,Kolkata,20:00,00:28,1,Business,13.75,12,19838
Vistara,Kolkata,Hyderabad,12:00,15:53,1,Economy,11.27,6,11247
Indigo,Kolkata,Bangalore,11:00,16:28,2,Economy,7.41,19,12310
Air India,Delhi,Mumbai,00:00,03:57,0,Economy,8.51,17,9236
SpiceJet,Kolkata,Hyderabad,09:00,15:38,2,Economy,7.38,21,8321
Air India,Chennai,Bangalore,06:00,10:50,0,Business,13.52,36,18046
SpiceJet,Kolkata,Delhi,13:00,18:43,1,Business,2.3,6,18385
AirAsia,Chennai,Kolkata,16:00,18:25,0,Economy,14.53,3,10794
AirAsia,Delhi,Mumbai,10:00,16:23,2,Business,5.41,6,19768
Vistara,Hyderabad,Chennai,19:00,00:37,1,Economy,14.69,1,10793
AirAsia,Mumbai,Delhi,07:00,11:17,2,Economy,13.05,42,10733
Air India,Hyderabad,Chennai,15:00,20:47,1,Economy,2.55,11,7322
GO FIRST,Mumbai,Chennai,04:00,06:03,2,Economy,3.05,39,9117
Indigo,Hyderabad,Bangalore,04:00,07:18,2,Economy,14.79,20,11187
Air India,Mumbai,Bangalore,00:00,02:13,1,Economy,6.32,43,5317
GO FIRST,Bangalore,Kolkata,10:00,14:29,2,Economy,5.87,5,11135
AirAsia,Mumbai,Hyderabad,00:00,02:27,2,Economy,2.19,23,8594
GO FIRST,Mumbai,Bangalore,14:00,18:38,0,Economy,8.63,33,6545
GO FIRST,Hyderabad,Mumbai,17:00,20:39,2,Economy,8.91,30,8808
Indigo,Bangalore,Hyderabad,10:00,14:59,1,Economy,6.88,22,10259
Vistara,Kolkata,Delhi,05:00,08:03,2,Economy,10.55,13,13486
Vistara,Chennai,Delhi,19:00,23:46,0,Economy,6.08,43,4664
Indigo,Delhi,Kolkata,23:00,05:06,2,Business,4.67,26,17757
SpiceJet,Bangalore,Chennai,23:00,05:09,1,Business,10.33,12,23083
Vistara,Kolkata,Mumbai,12:00,15:28,1,Economy,2.05,24,8929
GO FIRST,Kolkata,Delhi,15:00,19:12,0,Economy,13.14,36,6790
Air India,Bangalore,Hyderabad,20:00,23:09,1,Economy,9.16,30,7945
SpiceJet,Hyderabad,Kolkata,10:00,15:31,0,Business,6.79,9,20810
SpiceJet,Chennai,Hyderabad,11:00,15:38,0,Economy,12.67,15,7605
GO FIRST,Chennai,Hyderabad,14:00,20:40,2,Economy,3.0,1,9399
GO FIRST,Hyderabad,Kolkata,01:00,06:27,1,Economy,9.4,23,7849
Indigo,Chennai,Hyderabad,11:00,15:32,0,Economy,3.36,27,7067
GO FIRST,Bangalore,Delhi,06:00,11:06,0,Economy,3.26,36,4185
Air India,Mumbai,Hyderabad,14:00,16:36,2,Economy,13.61,47,8801
Indigo,Hyderabad,Bangalore,12:00,17:43,0,Economy,10.67,27,7068
Indigo,Mumbai,Chennai,15:00,20:21,0,Business,9.09,5,17792
SpiceJet,Bangalore,Mumbai,18:00,21:11,0,Economy,9.65,41,6255
Vistara,Bangalore,Kolkata,16:00,22:50,2,Economy,7.72,26,10241
Indigo,Hyderabad,Kolkata,07:00,10:15,2,Economy,6.58,39,9541
Air India,Kolkata,Mumbai,10:00,15:29,0,Economy,10.47,31,6368
GO FIRST,Kolkata,Delhi,10:00,13:55,0,Business,6.79,11,21535
GO FIRST,Delhi,Mumbai,01:00,06:18,1,Economy,14.1,8,11953
GO FIRST,Chennai,Mumbai,08:00,13:27,1,Economy,4.66,32,5961
Indigo,Mumbai,Hyderabad,14:00,20:22,0,Economy,4.3,10,8384
SpiceJet,Bangalore,Hyderabad,11:00,17:59,0,Economy,7.18,21,8059
GO FIRST,Mumbai,Chennai,16:00,18:24,2,Business,7.3,45,21238
Vistara,Delhi,Chennai,00:00,05:32,0,Economy,2.24,7,6539
Air India,Bangalore,Delhi,22:00,01:41,2,Economy,6.26,32,9100
AirAsia,Chennai,Kolkata,23:00,01:43,2,Economy,14.55,7,10780
Air India,Kolkata,Delhi,23:00,01:26,2,Economy,14.42,27,11670
GO FIRST,Mumbai,Delhi,05:00,07:24,2,Economy,13.24,17,11556
Air India,Hyderabad,Chennai,12:00,15:00,2,Economy,9.88,49,6570
AirAsia,Kolkata,Delhi,14:00,16:01,0,Economy,3.59,1,7307
Air India,Bangalore,Chennai,10:00,16:43,2,Economy,13.73,28,10585
Vistara,Hyderabad,Mumbai,13:00,17:15,0,Economy,6.02,8,8359
Air India,Kolkata,Mumbai,03:00,07:22,2,Business,5.75,31,17841
GO FIRST,Hyderabad,Mumbai,22:00,02:01,2,Economy,3.32,8,8872
SpiceJet,Chennai,Delhi,18:00,00:49,0,Business,13.5,24,19097
Indigo,Kolkata,Mumbai,00:00,02:23,2,Business,8.07,37,20398
Indigo,Mumbai,Delhi,00:00,02:14,2,Economy,14.43,10,15326
GO FIRST,Kolkata,Chennai,18:00,00:50,1,Economy,10.22,43,6671
GO FIRST,Mumbai,Chennai,15:00,21:20,1,Economy,6.72,5,12012
Vistara,Delhi,Mumbai,10:00,12:16,0,Economy,2.03,1,9151
Air India,Kolkata,Hyderabad,15:00,20:08,1,Business,9.58,13,23528
GO FIRST,Hyderabad,Bangalore,22:00,03:35,2,Economy,7.2,13,9288
Indigo,Bangalore,Kolkata,16:00,19:51,1,Economy,2.36,13,8781
AirAsia,Kolkata,Mumbai,11:00,17:50,1,Business,14.08,5,20238
GO FIRST,Chennai,Delhi,18:00,00:27,2,Economy,2.1,39,6216
Indigo,Delhi,Mumbai,14:00,18:22,2,Economy,4.93,14,11778
Indigo,Bangalore,Delhi,23:00,05:03,1,Business,13.63,30,21262
SpiceJet,Bangalore,Kolkata,05:00,11:35,2,Business,5.22,45,19098
Air India,Chennai,Kolkata,20:00,01:43,2,Economy,9.76,49,8690
SpiceJet,Kolkata,Delhi,20:00,01:23,1,Economy,3.02,43,4745
Air India,Bangalore,Chennai,20:00,00:15,2,Economy,3.24,29,8648
AirAsia,Kolkata,Bangalore,16:00,20:00,0,Economy,5.97,12,8833
GO FIRST,Kolkata,Delhi,04:00,08:56,1,Economy,13.25,7,10781
Indigo,Delhi,Hyderabad,16:00,20:22,0,Economy,10.32,15,8731
Indigo,Delhi,Kolkata,02:00,08:36,1,Economy,12.07,5,13468
GO FIRST,Mumbai,Kolkata,18:00,23:48,2,Business,3.27,3,19037
Indigo,Mumbai,Chennai,21:00,01:35,2,Economy,13.25,15,12413
SpiceJet,Bangalore,Kolkata,09:00,11:53,1,Business,11.35,2,27930
SpiceJet,Bangalore,Delhi,02:00,08:47,2,Economy,6.43,11,12084
Vistara,Kolkata,Chennai,02:00,06:48,0,Economy,12.4,48,6354
Indigo,Kolkata,Hyderabad,19:00,23:32,0,Economy,4.35,7,8528
Indigo,Delhi,Chennai,22:00,02:54,1,Business,5.15,41,18326
SpiceJet,Kolkata,Bangalore,11:00,15:49,2,Business,5.55,36,23133
SpiceJet,Mumbai,Delhi,14:00,18:31,1,Economy,2.36,7,9629
Air India,Kolkata,Delhi,01:00,03:57,0,Business,14.16,11,24141
Air India,Kolkata,Chennai,15:00,17:29,0,Economy,2.61,12,8242
GO FIRST,Hyderabad,Kolkata,11:00,17:33,2,Economy,6.2,45,7032
AirAsia,Hyderabad,Chennai,06:00,08:06,2,Economy,12.39,2,12137
Indigo,Delhi,Chennai,09:00,12:01,0,Economy,13.68,27,7846
Air India,Chennai,Kolkata,02:00,07:55,1,Economy,11.41,7,9840
GO FIRST,Hyderabad,Mumbai,06:00,11:45,1,Economy,2.37,11,9916
SpiceJet,Delhi,Kolkata,02:00,08:35,2,Economy,12.56,28,12542
Air India,Chennai,Kolkata,06:00,10:31,1,Economy,14.94,28,9709
Indigo,Mumbai,Bangalore,14:00,19:13,2,Economy,10.72,9,14545
GO FIRST,Mumbai,Delhi,06:00,11:42,0,Economy,13.44,10,7879
Indigo,Bangalore,Mumbai,05:00,08:45,0,Economy,8.89,41,5984
SpiceJet,Mumbai,Hyderabad,02:00,07:34,1,Economy,6.91,39,6107
Indigo,Chennai,Kolkata,11:00,17:58,0,Economy,7.99,18,7814
Vistara,Bangalore,Chennai,19:00,22:27,2,Economy,7.82,49,8163
AirAsia,Chennai,Hyderabad,06:00,10:56,0,Economy,2.2,20,7231
Indigo,Bangalore,Kolkata,15:00,20:25,0,Economy,13.22,36,7625
AirAsia,Bangalore,Kolkata,02:00,08:42,2,Economy,11.27,17,13270
